0,4,0,0,0.8,0.25,0,1,0.2,0.72
0,5,0,0,1,0.2,0,0,0.2,0.66
0,6,0,0,1,0.167,0,0,0,0.44
0,7,0,0,0.7,0.143,0.667,0,0.4,0.94
0,8,0,0,0.9,0.125,0,0,0.2,0.58
1,9,0,0,1,0.111,0.333,0,0.4,0.6
0,10,0,0,1,0.1,0,0,0.2,0.64
0,11,0,0,1,0.091,0.333,1,0.2,0.62
1,12,0,0,1,0.083,0.167,0,0,0.62
1,13,0,0,1,0.077,0.833,0,0.4,0.42
1,14,0,0,0.95,0.071,0,0,0.2,0.66
1,15,0,0,1,0.067,0,0,0.2,0.58
0,16,0,0,1,0.062,0.333,0,0.2,0.62
1,17,0,0,1,0.059,0.5,0,0.2,0.5
0,18,0,0,1,0.056,0,0,0.2,0.48
0,1,0,0,0.7,1,0.133,0,1,0.049
1,2,0,0,0.7,0.5,0.267,0,0.75,0.178
0,3,0,0,0.5,0.333,0.2,0,0.25,0.259
0,4,0,0,1,0.25,0.133,1,0.25,0.056
1,5,0,0,0.95,0.2,0.333,0,0.5,0.078
0,6,1,0,1,0.167,0.067,0,0.5,0.063
0,7,0,1,0.85,0.143,0.4,0,0.25,0.154
0,8,0,0,1,0.125,0.2,0,0.25,0.066
1,9,0,0,0.9,0.111,0.267,0,0.5,0.168
0,10,0,0,0.7,0.1,0.133,0,0.25,0.166
0,11,0,0,1,0.091,0.067,0,0.25,0.068
1,12,0,0,0.7,0.083,0.333,0,0.5,0.185
1,13,0,0,0.75,0.077,0.067,0,0.5,0.178
1,14,0,0,0.8,0.071,0.4,0,0.5,0.066
1,15,0,0,0.5,0.067,1,0,0.25,1
0,16,0,0,1,0.062,0.533,0,0.25,0.605
0,17,0,0,0.5,0.059,1,0,0.25,1
0,18,0,0,1,0.056,0.533,0,0.25,0.605
0,1,0,0,0.75,1,0.053,0,1,0.05
1,2,0,0,1,0.5,0.079,0,0.8,0.07
0,3,0,0,0.9,0.333,0.105,0,0.2,0.161
1,4,1,0,1,0.25,0.132,0,0.6,0.07
0,5,0,0.143,0.85,0.2,0.053,0,0.2,0.072
1,6,0,0,1,0.167,0.105,0,0.4,0.072
1,7,0,0,0.75,0.143,0.105,0,0.2,0.26
0,8,0,0,1,0.125,0.158,0,0.2,0.14
1,9,0,0,0.35,0.111,0.053,0,0.6,0
0,10,0,0,0.85,0.1,0.053,0,0.4,0.077
0,11,0,0,0.75,0.091,0,0,0.2,0.186
0,12,0,0,1,0.083,0.132,0,0.2,0.061
0,13,0,0,0.8,0.077,0,0,0.2,0.059
1,14,0,0,1,0.071,0,0,0.2,0.17
0,15,0,0,1,0.067,0.079,0,0.6,0.07
1,16,0,0.286,0.2,0.062,0.026,0,0.4,0
0,17,0,0,1,0.059,0.105,0,0.2,0.066
0,18,0,0,0.75,0.056,0.026,0,0.2,0.192
0,19,0,0,0.4,0.053,0.395,0,0.2,1
0,20,0,1,-2.15,0.05,1,0,0.2,0
0,21,0,0.714,0.15,0.048,0.421,0,0.2,0.704
0,22,0,0,0.8,0.045,0.053,0,0,0.097
0,1,0,0,0.8,1,0.014,0,1,0.161
1,2,0,0,0.75,0.5,0.043,0,0.6,0.946
1,3,0,1,1,0.333,0.007,0,0.2,0.268
1,4,0,0,0.9,0.25,0.014,0.5,0.4,1
0,5,0,0,0.7,0.2,0.014,1,0.2,0.321
0,6,0,0,1,0.167,0.007,0.5,0.2,0.232
0,7,0,0,-10.1,0.143,1,0,0.6,0
0,1,0,0,0.85,1,0.2,0,1,0.353
0,2,0,0,0.6,0.5,1,0,0.5,0.765
0,3,0,0,0.65,0.333,0.6,0,0.167,0.5
1,4,0,0,0.8,0.25,0.2,0,0.167,1
0,5,0,0,1,0.2,0,0,0.167,0.706
0,6,1,0,1,0.167,1,0,0.333,0.618
0,7,0,0,1,0.143,0,0,0.167,0.853
0,8,0,0,0.95,0.125,0,1,0.167,0.471
1,9,0,0,0.45,0.111,1,1,0.167,0
1,10,0,0,0.95,0.1,0.8,0,0.333,0.765
0,1,0,0,0.75,1,0.143,0,1,0.306
1,2,0,0,1,0.5,1,0,0.6,0.556
0,3,0,0,0.9,0.333,0.429,1,0.2,0.667
0,4,0,0,0.75,0.25,1,1,0.4,0.833
0,5,0,0,0.85,0.2,0.286,0,0.2,0.611
0,6,0,0,0.75,0.167,0.429,1,0.4,0.556
1,7,0,0,0.3,0.143,0.429,0,0.4,0
0,8,0,0,0.75,0.125,0.143,1,0.4,1
1,9,0,0,0.55,0.111,0.429,0,0.2,0.972
0,1,0,0,0.8,1,0.286,0,1,0.459
1,2,0,0,0.7,0.5,1,0,0.4,0.811
1,3,0,0,1,0.333,0.143,0,0.6,0.865
0,4,0,0,1,0.25,0.429,1,0.2,0.838
1,5,0,0,0.75,0.2,0.714,0,0.2,0.703
0,6,0,0,0.8,0.167,0,0,0.2,0.378
0,7,0,0,1,0.143,0.143,0,0.4,0.757
1,8,0,0,1,0.125,1,1,0.2,0.649
0,9,0,0,1,0.111,0,0,0.4,0.784
1,10,0,0,0.9,0.1,0.143,0,0.2,0.892
0,11,0,0,0.75,0.091,0,0,0.2,1
0,12,0,0,1,0.083,0,0,0.2,0.595
0,1,0,0,0.8,1,0.167,0,1,0.24
1,2,1,0,0.55,0.5,1,0,0.4,0.396
1,3,0,0,0.65,0.333,0.5,0,0.4,0.396
0,4,0,0,1,0.25,0.667,0,0.2,0.302
1,5,0,0,1,0.2,0.667,0,0.2,0.25
1,6,0,0,0.85,0.167,0.5,0,0.2,0.323
1,7,0,0,1,0.143,0.667,0,0.2,0.469
1,8,0,0,0.35,0.125,0.5,0,0.4,1
0,9,0,0,0.45,0.111,0.333,0,0.4,0.729
0,10,0,0,0.85,0.1,0.5,0,0.2,0.656
0,11,0,0,1,0.091,0,1,0.2,0.49
0,12,0,0,0.6,0.083,0,1,0.2,0.406
0,13,1,1,0.95,0.077,0,0,0.4,0.375
0,14,0,0,1,0.071,0.167,1,0,0.125
1,15,1,0,1,0.067,0.333,0,0.2,0.312
0,16,1,0,-0.15,0.062,0.833,0,0.2,0
0,17,1,0,0.9,0.059,0.167,0,0.2,0.521
0,18,0,0,0.5,0.056,0.5,0,0.2,0.917
1,19,0,0,0.4,0.053,0.5,0,0.2,0
0,20,0,0,0.55,0.05,0.667,0,0.2,0.562
0,1,0,0,0.8,1,0.25,0,1,0.378
1,2,0,0,0.95,0.5,1,0.5,0.6,0.644
1,3,0,0,0.5,0.333,0.75,0,0.8,0.889
0,4,0,1,1,0.25,0.25,0,0.6,0.911
0,5,0,1,0.6,0.2,0.625,0,0.4,0.778
1,6,0,0,0.95,0.167,0.875,0,0.4,0.578
0,7,0,0,0,0.143,0.75,1,0.6,0
1,8,0,0,0.8,0.125,0.625,0,0.2,1
1,9,0,0,0.3,0.111,0.75,0,0.2,0
0,10,0,0,0.15,0.1,0.625,0,0.2,0
0,11,0,0,1,0.091,0.625,0,0.2,0.489
0,12,0,1,0.1,0.083,0.75,0,0.2,0
0,13,0,0,1,0.077,0.25,0,0.4,0.578
0,1,0,0,0.8,1,0.25,0,1,0.288
0,2,0,0,1,0.5,0.625,0,0.4,0.407
1,3,0,0,1,0.333,0.125,0,0.6,0.831
0,4,1,0,1,0.25,0,0,0.2,0.644
0,5,0,0,0.8,0.2,0,0,0.2,0.508
0,6,0,0,1,0.167,0,0,0.2,0.559
0,7,0,1,0.4,0.143,0,0,0.2,1
0,8,0,0,0.6,0.125,1,0,0.2,0.576
1,9,1,1,1,0.111,0.125,0,0.6,0.915
0,10,0,0,1,0.1,0,0,0.2,0.763
1,11,1,0,1,0.091,0,0,0,0.525
0,12,0,0,1,0.083,0.375,0,0.2,0.356
0,13,0,0,1,0.077,0.25,1,0.2,0.678
0,14,0,0,1,0.071,0,0,0.2,0.542
0,15,0,0,1,0.067,0,0,0.2,0.492
1,16,1,1,0.75,0.062,0,0,0.2,0.847
0,1,0,0,0.7,1,0.105,0,1,0.036
1,2,0,0,1,0.5,0.211,0,0.75,0.045
1,3,0,0,1,0.333,0.263,1,0.5,0.049
1,4,1,0,1,0.25,0.158,0,0.75,0.069
0,5,0,1,0.6,0.2,0.211,0,0.25,0.141
0,6,0,0,1,0.167,0.158,0,0.5,0.058
1,7,1,0,0.5,0.143,0.158,0,0.75,0.067
0,8,1,0,0.45,0.125,0,0,0.25,0.196
1,9,1,0,1,0.111,0.105,0,0.25,0.192
0,10,0,0,0.65,0.1,0.053,0,0.5,0.061
0,11,0,0,1,0.091,0.053,0,0.25,0.048
1,12,0,0,0.35,0.083,0.316,0,0.75,0
1,13,1,0,0.7,0.077,0.105,0,0.5,0.133
0,14,0,0,0.65,0.071,0.211,0,0.25,0.12
1,15,0,0,0.55,0.067,0.105,1,0.75,0.136
0,16,0,0,0.95,0.062,0.158,0,0.5,0.051
1,17,0,0,0.35,0.059,0.211,0,0.5,0
0,18,0,0,0.85,0.056,0.211,0,0.5,0.187
0,19,0,0,0.75,0.053,0.211,0,0.25,0.057
0,20,0,0,0.3,0.05,1,0,0.25,0.694
0,21,0,0,1,0.048,0.474,0,0.25,0.448
1,22,0,0,0.45,0.045,0.842,1,0.25,1
0,23,0,0,1,0.043,0.421,1,0.25,0.448
0,24,0,0,0.8,0.042,0.211,1,0,0.003
0,1,0,0,0.8,1,0.333,0,1,0.25
1,2,0,0,0.95,0.5,1,0,0.8,0.297
1,3,0,0,0.7,0.333,0.5,0,0.4,0.578
1,4,0,0,1,0.25,0.333,0.333,0.4,0.633
0,5,0,0,1,0.2,0,0,0.2,0.602
0,6,0,1,0.6,0.167,0.667,0,0.4,0.461
1,7,0,0,0.85,0.143,0.167,1,0.4,0.594
1,8,0,0,1,0.125,0.5,0.333,0.2,0.57
0,9,0,0,1,0.111,0.167,0,0.2,0.266
1,10,0,0,0.85,0.1,0,0,0.4,0.242
0,11,0,0,1,0.091,0,0,0.2,0.391
0,12,0,0,0.8,0.083,0,0,0.2,0.156
1,13,1,1,0.95,0.077,0.833,0,1,0.375
1,14,0,0,0.3,0.071,0.167,0,0.4,1
1,15,0,0,1,0.067,0,0,0.2,0.57
0,16,0,0,0.95,0.062,0.167,0.333,0.2,0.492
0,17,1,1,0.7,0.059,0.667,0,0.2,0.367
0,18,0,0,0.9,0.056,0.833,0,0.2,0.391
0,19,0,0,0.65,0.053,0.5,0,0.2,0.687
0,20,0,0,0.9,0.05,0,0,0.2,0.359
0,21,0,0,1,0.048,0,0,0.2,0.289
0,22,0,0,1,0.045,0,0,0.2,0.445
